type,bounding_box,begin_time,end_time,details,span
Hail+Heavy_Rain+Thunderstorm_Wind,592_331_692_478,2020-07-31 06:00:00,2020-07-31 18:00:00,"Hail 2020073113 2020073118,Heavy_Rain 2020073106 2020073107,Thunderstorm_Wind 2020073116 2020073118",0 days 16:00:00
Waterspout,1307_650_1359_706,2020-07-31 09:00:00,2020-07-31 10:00:00,Waterspout 2020073109 2020073110,0 days 05:00:00
Hail+Lightning,590_847_737_908,2020-07-31 09:00:00,2020-07-31 12:00:00,"Hail 2020073112 2020073112,Lightning 2020073109 2020073109",0 days 07:00:00
Flash_Flood,0_0_20_20,2020-07-31 10:00:00,2020-07-31 14:00:00,Flash_Flood 2020073110 2020073114,0 days 08:00:00
Flash_Flood,1049_467_1107_566,2020-07-31 11:00:00,2020-07-31 19:00:00,Flash_Flood 2020073111 2020073119,0 days 12:00:00
Heat,348_391_398_444,2020-07-31 12:00:00,2020-07-31 12:00:00,,0 days 04:00:00
Heat,425_357_455_395,2020-07-31 12:00:00,2020-07-31 12:00:00,,0 days 04:00:00
Heat,305_344_365_419,2020-07-31 12:00:00,2020-07-31 12:00:00,,0 days 04:00:00
Heat,365_342_397_380,2020-07-31 12:00:00,2020-07-31 12:00:00,,0 days 04:00:00
Heat,314_485_337_516,2020-07-31 12:00:00,2020-07-31 12:00:00,,0 days 04:00:00
Thunderstorm_Wind,739_804_803_862,2020-07-31 12:00:00,2020-07-31 13:00:00,Thunderstorm_Wind 2020073112 2020073113,0 days 05:00:00
Heat,400_385_423_405,2020-07-31 12:00:00,2020-07-31 12:00:00,,0 days 04:00:00
Thunderstorm_Wind,1223_436_1292_492,2020-07-31 12:00:00,2020-07-31 14:00:00,Thunderstorm_Wind 2020073112 2020073114,0 days 06:00:00
Thunderstorm_Wind,1205_364_1248_422,2020-07-31 12:00:00,2020-07-31 13:00:00,Thunderstorm_Wind 2020073112 2020073113,0 days 05:00:00
Hail+Thunderstorm_Wind,1067_302_1117_351,2020-07-31 13:00:00,2020-07-31 13:00:00,"Hail 2020073113 2020073113,Thunderstorm_Wind 2020073113 2020073113",0 days 04:00:00
Flood,1173_479_1214_520,2020-07-31 13:00:00,2020-07-31 14:00:00,Flood 2020073113 2020073114,0 days 05:00:00
Thunderstorm_Wind,1072_319_1113_360,2020-07-31 13:00:00,2020-07-31 13:00:00,Thunderstorm_Wind 2020073113 2020073113,0 days 04:00:00
Hail,749_773_789_813,2020-07-31 13:00:00,2020-07-31 13:00:00,Hail 2020073113 2020073113,0 days 04:00:00
Heat,375_359_403_392,2020-07-31 14:00:00,2020-07-31 14:00:00,,0 days 04:00:00
Heat,309_356_336_419,2020-07-31 14:00:00,2020-07-31 14:00:00,,0 days 04:00:00
Heat,426_342_456_395,2020-07-31 14:00:00,2020-07-31 14:00:00,,0 days 04:00:00
Thunderstorm_Wind,869_199_926_251,2020-07-31 14:00:00,2020-07-31 15:00:00,Thunderstorm_Wind 2020073114 2020073115,0 days 05:00:00
Heat,348_390_399_444,2020-07-31 14:00:00,2020-07-31 14:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind,772_715_891_825,2020-07-31 14:00:00,2020-07-31 19:00:00,"Hail 2020073114 2020073115,Thunderstorm_Wind 2020073115 2020073119",0 days 09:00:00
Heat,311_485_337_522,2020-07-31 14:00:00,2020-07-31 14:00:00,,0 days 04:00:00
Heat,399_385_424_405,2020-07-31 14:00:00,2020-07-31 14:00:00,,0 days 04:00:00
Heat,326_378_358_411,2020-07-31 14:00:00,2020-07-31 14:00:00,,0 days 04:00:00
Thunderstorm_Wind,1083_274_1173_374,2020-07-31 14:00:00,2020-07-31 18:00:00,Thunderstorm_Wind 2020073114 2020073118,0 days 08:00:00
Thunderstorm_Wind,721_778_761_818,2020-07-31 14:00:00,2020-07-31 14:00:00,Thunderstorm_Wind 2020073114 2020073114,0 days 04:00:00
Thunderstorm_Wind,755_787_798_830,2020-07-31 14:00:00,2020-07-31 14:00:00,Thunderstorm_Wind 2020073114 2020073114,0 days 04:00:00
Heat,303_342_462_486,2020-07-31 15:00:00,2020-07-31 15:00:00,,0 days 04:00:00
Thunderstorm_Wind,1427_558_1500_635,2020-07-31 15:00:00,2020-07-31 19:00:00,Thunderstorm_Wind 2020073115 2020073119,0 days 08:00:00
Heat,306_472_344_540,2020-07-31 15:00:00,2020-07-31 15:00:00,,0 days 04:00:00
Hail,749_519_797_566,2020-07-31 15:00:00,2020-07-31 15:00:00,Hail 2020073115 2020073115,0 days 04:00:00
Heat,324_229_376_343,2020-07-31 15:00:00,2020-07-31 15:00:00,,0 days 04:00:00
Thunderstorm_Wind,1262_435_1374_516,2020-07-31 15:00:00,2020-07-31 19:00:00,Thunderstorm_Wind 2020073115 2020073119,0 days 08:00:00
Thunderstorm_Wind,1031_253_1082_296,2020-07-31 15:00:00,2020-07-31 15:00:00,Thunderstorm_Wind 2020073115 2020073115,0 days 04:00:00
Thunderstorm_Wind,762_586_803_627,2020-07-31 15:00:00,2020-07-31 15:00:00,Thunderstorm_Wind 2020073115 2020073115,0 days 04:00:00
Flood,28_1038_87_1058,2020-07-31 15:00:00,2020-07-31 23:00:00,Flood 2020073115 2020073123,0 days 12:00:00
Thunderstorm_Wind,1460_570_1523_658,2020-07-31 16:00:00,2020-07-31 20:00:00,Thunderstorm_Wind 2020073116 2020073120,0 days 08:00:00
Hail+Thunderstorm_Wind,520_299_651_353,2020-07-31 16:00:00,2020-07-31 22:00:00,"Hail 2020073117 2020073117,Thunderstorm_Wind 2020073116 2020073122",0 days 10:00:00
Hail,661_577_710_620,2020-07-31 16:00:00,2020-07-31 19:00:00,Hail 2020073116 2020073119,0 days 07:00:00
Flash_Flood,1148_482_1194_533,2020-07-31 16:00:00,2020-07-31 19:00:00,Flash_Flood 2020073116 2020073119,0 days 07:00:00
Heat,289_196_509_543,2020-07-31 16:00:00,2020-07-31 16:00:00,,0 days 04:00:00
Heat,1427_134_1450_168,2020-07-31 16:00:00,2020-07-31 16:00:00,,0 days 04:00:00
Hail,877_795_919_837,2020-07-31 17:00:00,2020-07-31 17:00:00,Hail 2020073117 2020073117,0 days 04:00:00
Thunderstorm_Wind,777_706_828_757,2020-07-31 17:00:00,2020-07-31 17:00:00,Thunderstorm_Wind 2020073117 2020073117,0 days 04:00:00
Heat,1403_133_1466_210,2020-07-31 17:00:00,2020-07-31 17:00:00,,0 days 04:00:00
Heat,281_187_542_546,2020-07-31 17:00:00,2020-07-31 17:00:00,,0 days 04:00:00
Hail,536_900_587_951,2020-07-31 17:00:00,2020-07-31 18:00:00,Hail 2020073117 2020073118,0 days 05:00:00
Thunderstorm_Wind,675_508_716_549,2020-07-31 18:00:00,2020-07-31 18:00:00,Thunderstorm_Wind 2020073118 2020073118,0 days 04:00:00
Heat,380_809_426_887,2020-07-31 18:00:00,2020-07-31 18:00:00,,0 days 04:00:00
Heat,274_187_547_549,2020-07-31 18:00:00,2020-07-31 18:00:00,,0 days 04:00:00
Heat,1410_132_1465_226,2020-07-31 18:00:00,2020-07-31 18:00:00,,0 days 04:00:00
Heat,411_102_433_126,2020-07-31 18:00:00,2020-07-31 18:00:00,,0 days 04:00:00
Flash_Flood+Thunderstorm_Wind,1319_436_1416_500,2020-07-31 18:00:00,2020-07-31 21:00:00,"Flash_Flood 2020073119 2020073121,Thunderstorm_Wind 2020073118 2020073120",0 days 07:00:00
Heat,549_12_578_37,2020-07-31 19:00:00,2020-07-31 19:00:00,,0 days 04:00:00
Wind,743_817_789_862,2020-07-31 19:00:00,2020-07-31 19:00:00,,0 days 04:00:00
Heat,244_27_553_657,2020-07-31 19:00:00,2020-07-31 19:00:00,,0 days 04:00:00
Heat,1385_135_1464_219,2020-07-31 19:00:00,2020-07-31 19:00:00,,0 days 04:00:00
Heat,652_156_833_248,2020-07-31 19:00:00,2020-07-31 19:00:00,,0 days 04:00:00
Heat,294_710_439_915,2020-07-31 19:00:00,2020-07-31 19:00:00,,0 days 04:00:00
Wind+Hail,1068_304_1281_480,2020-07-31 19:00:00,2020-07-31 19:00:00,,0 days 04:00:00
Thunderstorm_Wind,1348_465_1454_525,2020-07-31 19:00:00,2020-07-31 22:00:00,Thunderstorm_Wind 2020073119 2020073122,0 days 07:00:00
Heat,538_7_588_42,2020-07-31 20:00:00,2020-07-31 20:00:00,,0 days 04:00:00
Heat,644_146_856_253,2020-07-31 20:00:00,2020-07-31 20:00:00,,0 days 04:00:00
Wind,1081_308_1302_495,2020-07-31 20:00:00,2020-07-31 20:00:00,,0 days 04:00:00
Hail,642_410_686_451,2020-07-31 20:00:00,2020-07-31 20:00:00,,0 days 04:00:00
Wind,756_788_801_844,2020-07-31 20:00:00,2020-07-31 20:00:00,,0 days 04:00:00
Heat,235_70_596_971,2020-07-31 20:00:00,2020-07-31 20:00:00,,0 days 04:00:00
Wind+Hail,721_776_818_818,2020-07-31 21:00:00,2020-07-31 21:00:00,,0 days 04:00:00
Wind,1266_450_1326_500,2020-07-31 21:00:00,2020-07-31 21:00:00,,0 days 04:00:00
Wind,1032_254_1170_371,2020-07-31 21:00:00,2020-07-31 21:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1444_40_1499_93,2020-07-31 21:00:00,2020-07-31 22:00:00,Marine_Thunderstorm_Wind 2020073121 2020073122,0 days 05:00:00
Wind,790_770_833_824,2020-07-31 22:00:00,2020-07-31 22:00:00,,0 days 04:00:00
Wind,1134_331_1178_374,2020-07-31 22:00:00,2020-07-31 22:00:00,,0 days 04:00:00
Wind,1293_443_1343_510,2020-07-31 22:00:00,2020-07-31 22:00:00,,0 days 04:00:00
Flash_Flood,1184_532_1225_573,2020-07-31 22:00:00,2020-07-31 23:00:00,Flash_Flood 2020073122 2020073123,0 days 05:00:00
Wind,1311_443_1381_504,2020-07-31 23:00:00,2020-07-31 23:00:00,,0 days 04:00:00
Wind+Hail,802_729_918_836,2020-07-31 23:00:00,2020-07-31 23:00:00,,0 days 04:00:00
Flood,28_1038_87_1058,2020-08-01 00:00:00,2020-08-01 16:00:00,Flood 2020080100 2020080116,0 days 20:00:00
Flood,1278_685_1322_738,2020-08-01 00:00:00,2020-08-04 00:00:00,Flood 2020080100 2020083123,3 days 04:00:00
Hail,653_602_696_644,2020-08-01 00:00:00,2020-08-01 00:00:00,,0 days 04:00:00
Wind,817_383_891_474,2020-08-01 00:00:00,2020-08-01 00:00:00,,0 days 04:00:00
Flash_Flood,1184_532_1225_573,2020-08-01 00:00:00,2020-08-01 06:00:00,Flash_Flood 2020080100 2020080106,0 days 10:00:00
Flood,858_783_903_828,2020-08-01 00:00:00,2020-08-04 00:00:00,Flood 2020080100 2020083123,3 days 04:00:00
Wind,1366_584_1472_650,2020-08-01 00:00:00,2020-08-01 00:00:00,,0 days 04:00:00
Flood,856_735_899_778,2020-08-01 00:00:00,2020-08-02 18:00:00,Flood 2020080100 2020080218,1 days 22:00:00
Flash_Flood+Flood+Thunderstorm_Wind,855_47_910_98,2020-08-01 00:00:00,2020-08-04 00:00:00,"Flash_Flood 2020080119 2020080122,Flood 2020080100 2020080813,Thunderstorm_Wind 2020080119 2020080119",3 days 04:00:00
Flood,1135_743_1183_802,2020-08-01 00:00:00,2020-08-04 00:00:00,Flood 2020080100 2020083123,3 days 04:00:00
Wind,1368_586_1472_652,2020-08-01 01:00:00,2020-08-01 01:00:00,,0 days 04:00:00
Wind,1486_654_1526_695,2020-08-01 10:00:00,2020-08-01 10:00:00,,0 days 04:00:00
Thunderstorm_Wind,576_476_617_516,2020-08-01 13:00:00,2020-08-01 13:00:00,Thunderstorm_Wind 2020080113 2020080113,0 days 04:00:00
Thunderstorm_Wind,631_390_671_430,2020-08-01 13:00:00,2020-08-01 14:00:00,Thunderstorm_Wind 2020080113 2020080114,0 days 05:00:00
Thunderstorm_Wind,1501_461_1541_501,2020-08-01 13:00:00,2020-08-01 13:00:00,Thunderstorm_Wind 2020080113 2020080113,0 days 04:00:00
Hail+Thunderstorm_Wind,783_528_837_574,2020-08-01 14:00:00,2020-08-01 15:00:00,"Hail 2020080114 2020080115,Thunderstorm_Wind 2020080115 2020080115",0 days 05:00:00
Hail,617_696_681_755,2020-08-01 14:00:00,2020-08-01 14:00:00,Hail 2020080114 2020080114,0 days 04:00:00
Tornado,875_105_915_145,2020-08-01 15:00:00,2020-08-01 15:00:00,Tornado 2020080115 2020080115,0 days 04:00:00
Flash_Flood+Thunderstorm_Wind,1307_556_1356_607,2020-08-01 15:00:00,2020-08-01 22:00:00,"Flash_Flood 2020080120 2020080122,Thunderstorm_Wind 2020080115 2020080115",0 days 11:00:00
Thunderstorm_Wind,792_509_834_551,2020-08-01 15:00:00,2020-08-01 15:00:00,Thunderstorm_Wind 2020080115 2020080115,0 days 04:00:00
Hail+Thunderstorm_Wind,763_305_815_365,2020-08-01 15:00:00,2020-08-01 15:00:00,"Hail 2020080115 2020080115,Thunderstorm_Wind 2020080115 2020080115",0 days 04:00:00
Thunderstorm_Wind,1454_458_1495_508,2020-08-01 15:00:00,2020-08-01 15:00:00,Thunderstorm_Wind 2020080115 2020080115,0 days 04:00:00
Hail,654_623_696_665,2020-08-01 16:00:00,2020-08-01 16:00:00,Hail 2020080116 2020080116,0 days 04:00:00
Heat,341_239_365_263,2020-08-01 16:00:00,2020-08-01 16:00:00,,0 days 04:00:00
Heat,362_389_440_524,2020-08-01 16:00:00,2020-08-01 16:00:00,,0 days 04:00:00
Hail,476_344_519_386,2020-08-01 16:00:00,2020-08-01 16:00:00,Hail 2020080116 2020080116,0 days 04:00:00
Heat,334_420_361_450,2020-08-01 16:00:00,2020-08-01 16:00:00,,0 days 04:00:00
Heat,320_282_346_324,2020-08-01 16:00:00,2020-08-01 16:00:00,,0 days 04:00:00
Heat,289_471_345_543,2020-08-01 16:00:00,2020-08-01 16:00:00,,0 days 04:00:00
Heat,457_462_479_482,2020-08-01 16:00:00,2020-08-01 16:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1454_143_1497_188,2020-08-01 16:00:00,2020-08-01 16:00:00,Marine_Thunderstorm_Wind 2020080116 2020080116,0 days 04:00:00
Hail,467_336_528_392,2020-08-01 16:00:00,2020-08-01 16:00:00,Hail 2020080116 2020080116,0 days 04:00:00
Thunderstorm_Wind,760_281_802_323,2020-08-01 17:00:00,2020-08-01 17:00:00,Thunderstorm_Wind 2020080117 2020080117,0 days 04:00:00
Thunderstorm_Wind+Tornado,1393_504_1470_570,2020-08-01 17:00:00,2020-08-01 19:00:00,"Thunderstorm_Wind 2020080119 2020080119,Tornado 2020080117 2020080117",0 days 06:00:00
Thunderstorm_Wind,1334_521_1410_630,2020-08-01 17:00:00,2020-08-01 20:00:00,Thunderstorm_Wind 2020080117 2020080120,0 days 07:00:00
Hail,652_598_701_646,2020-08-01 17:00:00,2020-08-01 17:00:00,Hail 2020080117 2020080117,0 days 04:00:00
Hail,441_395_483_436,2020-08-01 17:00:00,2020-08-01 17:00:00,Hail 2020080117 2020080117,0 days 04:00:00
Flood,1256_580_1299_627,2020-08-01 17:00:00,2020-08-01 18:00:00,Flood 2020080117 2020080118,0 days 05:00:00
Thunderstorm_Wind,508_712_554_757,2020-08-01 17:00:00,2020-08-01 17:00:00,Thunderstorm_Wind 2020080117 2020080117,0 days 04:00:00
Thunderstorm_Wind,520_299_655_366,2020-08-01 17:00:00,2020-08-01 19:00:00,Thunderstorm_Wind 2020080117 2020080119,0 days 06:00:00
Heat,289_229_523_545,2020-08-01 17:00:00,2020-08-01 17:00:00,,0 days 04:00:00
Heat,272_183_556_556,2020-08-01 18:00:00,2020-08-01 18:00:00,,0 days 04:00:00
Thunderstorm_Wind,813_383_892_474,2020-08-01 18:00:00,2020-08-01 18:00:00,Thunderstorm_Wind 2020080118 2020080118,0 days 04:00:00
Heat,1377_194_1398_216,2020-08-01 18:00:00,2020-08-01 18:00:00,,0 days 04:00:00
Heat,431_566_462_622,2020-08-01 18:00:00,2020-08-01 18:00:00,,0 days 04:00:00
Heat,407_19_447_122,2020-08-01 19:00:00,2020-08-01 19:00:00,,0 days 04:00:00
Heat,244_58_557_661,2020-08-01 19:00:00,2020-08-01 19:00:00,,0 days 04:00:00
Heat,880_118_902_154,2020-08-01 19:00:00,2020-08-01 19:00:00,,0 days 04:00:00
Thunderstorm_Wind,1291_618_1331_658,2020-08-01 19:00:00,2020-08-01 19:00:00,Thunderstorm_Wind 2020080119 2020080119,0 days 04:00:00
Heat,768_122_844_191,2020-08-01 19:00:00,2020-08-01 19:00:00,,0 days 04:00:00
Heat,602_173_770_305,2020-08-01 19:00:00,2020-08-01 19:00:00,,0 days 04:00:00
Thunderstorm_Wind,1423_607_1472_651,2020-08-01 19:00:00,2020-08-01 19:00:00,Thunderstorm_Wind 2020080119 2020080119,0 days 04:00:00
Wind,1454_459_1559_528,2020-08-01 20:00:00,2020-08-01 20:00:00,,0 days 04:00:00
Thunderstorm_Wind,1431_609_1473_653,2020-08-01 20:00:00,2020-08-01 20:00:00,Thunderstorm_Wind 2020080120 2020080120,0 days 04:00:00
Flash_Flood+Hail+Thunderstorm_Wind,1114_262_1188_333,2020-08-01 20:00:00,2020-08-02 14:00:00,"Flash_Flood 2020080120 2020080122,Hail 2020080214 2020080214,Thunderstorm_Wind 2020080213 2020080214",0 days 22:00:00
Heat,211_17_913_835,2020-08-01 20:00:00,2020-08-01 20:00:00,,0 days 04:00:00
Wind,783_510_833_574,2020-08-01 21:00:00,2020-08-01 21:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind,1442_618_1483_660,2020-08-01 22:00:00,2020-08-01 22:00:00,"Hail 2020080122 2020080122,Thunderstorm_Wind 2020080122 2020080122",0 days 04:00:00
Wind,1334_525_1435_607,2020-08-01 23:00:00,2020-08-01 23:00:00,,0 days 04:00:00
Hail+Wind,477_344_518_385,2020-08-01 23:00:00,2020-08-01 23:00:00,,0 days 04:00:00
Wind,1546_731_1588_775,2020-08-02 00:00:00,2020-08-02 00:00:00,,0 days 04:00:00
Hail+Wind,455_277_507_325,2020-08-02 01:00:00,2020-08-02 01:00:00,,0 days 04:00:00
Wind,854_109_938_190,2020-08-02 01:00:00,2020-08-02 01:00:00,,0 days 04:00:00
Wind+Hail,702_541_743_584,2020-08-02 02:00:00,2020-08-02 02:00:00,,0 days 04:00:00
Wind,1420_485_1467_548,2020-08-02 03:00:00,2020-08-02 03:00:00,,0 days 04:00:00
Flash_Flood,1478_647_1526_696,2020-08-02 04:00:00,2020-08-02 07:00:00,Flash_Flood 2020080204 2020080207,0 days 07:00:00
Flash_Flood,1270_684_1313_728,2020-08-02 05:00:00,2020-08-02 06:00:00,Flash_Flood 2020080205 2020080206,0 days 05:00:00
Thunderstorm_Wind,1484_648_1542_704,2020-08-02 05:00:00,2020-08-02 07:00:00,Thunderstorm_Wind 2020080205 2020080207,0 days 06:00:00
Wind,1477_577_1519_622,2020-08-02 06:00:00,2020-08-02 06:00:00,,0 days 04:00:00
Thunderstorm_Wind,1118_198_1159_240,2020-08-02 13:00:00,2020-08-02 13:00:00,Thunderstorm_Wind 2020080213 2020080213,0 days 04:00:00
Thunderstorm_Wind,1464_772_1505_814,2020-08-02 13:00:00,2020-08-02 13:00:00,Thunderstorm_Wind 2020080213 2020080213,0 days 04:00:00
Thunderstorm_Wind,865_190_907_233,2020-08-02 13:00:00,2020-08-02 13:00:00,Thunderstorm_Wind 2020080213 2020080213,0 days 04:00:00
Thunderstorm_Wind,1397_488_1473_582,2020-08-02 13:00:00,2020-08-03 01:00:00,Thunderstorm_Wind 2020080213 2020080301,0 days 16:00:00
Marine_Thunderstorm_Wind,1367_138_1413_187,2020-08-02 13:00:00,2020-08-02 13:00:00,Marine_Thunderstorm_Wind 2020080213 2020080213,0 days 04:00:00
Thunderstorm_Wind,1469_799_1511_850,2020-08-02 14:00:00,2020-08-02 15:00:00,Thunderstorm_Wind 2020080214 2020080215,0 days 05:00:00
Hail+Thunderstorm_Wind,919_198_974_251,2020-08-02 14:00:00,2020-08-02 14:00:00,"Hail 2020080214 2020080214,Thunderstorm_Wind 2020080214 2020080214",0 days 04:00:00
Thunderstorm_Wind,1562_724_1606_772,2020-08-02 14:00:00,2020-08-02 14:00:00,Thunderstorm_Wind 2020080214 2020080214,0 days 04:00:00
Thunderstorm_Wind,1366_448_1410_498,2020-08-02 14:00:00,2020-08-02 14:00:00,Thunderstorm_Wind 2020080214 2020080214,0 days 04:00:00
Lightning+Thunderstorm_Wind,587_331_708_391,2020-08-02 15:00:00,2020-08-02 20:00:00,"Lightning 2020080220 2020080220,Thunderstorm_Wind 2020080215 2020080219",0 days 09:00:00
Marine_Thunderstorm_Wind,1463_564_1524_632,2020-08-02 15:00:00,2020-08-03 12:00:00,Marine_Thunderstorm_Wind 2020080215 2020080312,1 days 01:00:00
Tornado,1535_719_1582_768,2020-08-02 16:00:00,2020-08-02 17:00:00,Tornado 2020080216 2020080217,0 days 05:00:00
Heat,364_202_386_227,2020-08-02 16:00:00,2020-08-02 16:00:00,,0 days 04:00:00
Flood,1151_645_1193_687,2020-08-02 16:00:00,2020-08-02 18:00:00,Flood 2020080216 2020080218,0 days 06:00:00
Heat,302_228_375_394,2020-08-02 16:00:00,2020-08-02 16:00:00,,0 days 04:00:00
Heat,365_348_390_372,2020-08-02 16:00:00,2020-08-02 16:00:00,,0 days 04:00:00
Thunderstorm_Wind,762_323_825_394,2020-08-02 16:00:00,2020-08-02 17:00:00,Thunderstorm_Wind 2020080216 2020080217,0 days 05:00:00
Heat,289_488_337_542,2020-08-02 16:00:00,2020-08-02 16:00:00,,0 days 04:00:00
Heat,387_460_436_500,2020-08-02 16:00:00,2020-08-02 16:00:00,,0 days 04:00:00
Heat,1289_224_1326_272,2020-08-02 17:00:00,2020-08-02 17:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1172_646_1212_686,2020-08-02 17:00:00,2020-08-02 17:00:00,Marine_Thunderstorm_Wind 2020080217 2020080217,0 days 04:00:00
Heat,288_203_487_547,2020-08-02 17:00:00,2020-08-02 17:00:00,,0 days 04:00:00
Tornado,1544_730_1585_772,2020-08-02 17:00:00,2020-08-02 17:00:00,Tornado 2020080217 2020080217,0 days 04:00:00
Heat,702_171_736_208,2020-08-02 17:00:00,2020-08-02 17:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind,698_515_749_584,2020-08-02 17:00:00,2020-08-02 20:00:00,"Hail 2020080219 2020080220,Thunderstorm_Wind 2020080217 2020080219",0 days 07:00:00
Thunderstorm_Wind,1301_380_1342_421,2020-08-02 17:00:00,2020-08-02 18:00:00,Thunderstorm_Wind 2020080217 2020080218,0 days 05:00:00
Tornado,1543_729_1586_773,2020-08-02 17:00:00,2020-08-02 18:00:00,Tornado 2020080217 2020080218,0 days 05:00:00
Hail,1320_395_1362_438,2020-08-02 17:00:00,2020-08-02 17:00:00,Hail 2020080217 2020080217,0 days 04:00:00
Flash_Flood+Hail+Thunderstorm_Wind,448_278_508_327,2020-08-02 18:00:00,2020-08-02 20:00:00,"Flash_Flood 2020080219 2020080220,Hail 2020080218 2020080219,Thunderstorm_Wind 2020080218 2020080218",0 days 06:00:00
Heat,563_14_587_38,2020-08-02 18:00:00,2020-08-02 18:00:00,,0 days 04:00:00
Heat,399_92_437_141,2020-08-02 18:00:00,2020-08-02 18:00:00,,0 days 04:00:00
Heat,655_159_875_317,2020-08-02 18:00:00,2020-08-02 18:00:00,,0 days 04:00:00
Heat,273_204_541_573,2020-08-02 18:00:00,2020-08-02 18:00:00,,0 days 04:00:00
Heat,935_218_981_287,2020-08-02 18:00:00,2020-08-02 18:00:00,,0 days 04:00:00
Heat,418_580_454_608,2020-08-02 18:00:00,2020-08-02 18:00:00,,0 days 04:00:00
Heat,1217_226_1328_323,2020-08-02 18:00:00,2020-08-02 18:00:00,,0 days 04:00:00
Wind,1367_449_1410_497,2020-08-02 19:00:00,2020-08-02 19:00:00,,0 days 04:00:00
Heat,264_12_547_663,2020-08-02 19:00:00,2020-08-02 19:00:00,,0 days 04:00:00
Wind,866_191_907_232,2020-08-02 19:00:00,2020-08-02 19:00:00,,0 days 04:00:00
Wind,1119_198_1182_305,2020-08-02 19:00:00,2020-08-02 19:00:00,,0 days 04:00:00
Wind,1562_724_1606_770,2020-08-02 19:00:00,2020-08-02 19:00:00,,0 days 04:00:00
Heat,604_149_930_381,2020-08-02 19:00:00,2020-08-02 19:00:00,,0 days 04:00:00
Thunderstorm_Wind,771_296_811_336,2020-08-02 19:00:00,2020-08-02 19:00:00,Thunderstorm_Wind 2020080219 2020080219,0 days 04:00:00
Heat,1216_250_1366_343,2020-08-02 19:00:00,2020-08-02 19:00:00,,0 days 04:00:00
Thunderstorm_Wind,854_108_938_190,2020-08-02 19:00:00,2020-08-02 19:00:00,Thunderstorm_Wind 2020080219 2020080219,0 days 04:00:00
Heat,207_0_981_749,2020-08-02 20:00:00,2020-08-02 20:00:00,,0 days 04:00:00
Heat,1225_249_1377_332,2020-08-02 20:00:00,2020-08-02 20:00:00,,0 days 04:00:00
Flash_Flood,1135_687_1177_729,2020-08-02 20:00:00,2020-08-03 04:00:00,Flash_Flood 2020080220 2020080304,0 days 12:00:00
Flash_Flood,1064_519_1112_569,2020-08-02 20:00:00,2020-08-03 01:00:00,Flash_Flood 2020080220 2020080301,0 days 09:00:00
Hail+Wind,1143_265_1189_307,2020-08-02 20:00:00,2020-08-02 20:00:00,,0 days 04:00:00
Thunderstorm_Wind,1477_569_1523_623,2020-08-02 20:00:00,2020-08-03 02:00:00,Thunderstorm_Wind 2020080220 2020080302,0 days 10:00:00
Wind+Hail,919_198_973_251,2020-08-02 20:00:00,2020-08-02 20:00:00,,0 days 04:00:00
Wind+Tornado,1535_720_1575_760,2020-08-02 21:00:00,2020-08-02 21:00:00,,0 days 04:00:00
Thunderstorm_Wind,1420_484_1461_526,2020-08-02 22:00:00,2020-08-02 22:00:00,Thunderstorm_Wind 2020080222 2020080222,0 days 04:00:00
Wind,590_327_824_398,2020-08-02 22:00:00,2020-08-02 22:00:00,,0 days 04:00:00
Tornado+Wind,1538_723_1585_771,2020-08-02 22:00:00,2020-08-02 22:00:00,,0 days 04:00:00
Tornado+Wind,1546_731_1588_775,2020-08-02 23:00:00,2020-08-02 23:00:00,,0 days 04:00:00
Tornado,1448_384_1516_454,2020-08-03 00:00:00,2020-08-03 00:00:00,,0 days 04:00:00
Wind,1513_646_1584_712,2020-08-03 00:00:00,2020-08-03 00:00:00,,0 days 04:00:00
Thunderstorm_Wind,737_252_795_308,2020-08-03 01:00:00,2020-08-03 01:00:00,Thunderstorm_Wind 2020080301 2020080301,0 days 04:00:00
Wind,1521_676_1590_729,2020-08-03 01:00:00,2020-08-03 01:00:00,,0 days 04:00:00
Wind,592_797_634_839,2020-08-03 03:00:00,2020-08-03 03:00:00,,0 days 04:00:00
Tornado,1492_482_1533_525,2020-08-03 05:00:00,2020-08-03 05:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1253_703_1324_779,2020-08-03 06:00:00,2020-08-03 10:00:00,Marine_Thunderstorm_Wind 2020080306 2020080310,0 days 08:00:00
Flash_Flood+Heavy_Rain,770_457_819_515,2020-08-03 06:00:00,2020-08-03 14:00:00,"Flash_Flood 2020080308 2020080314,Heavy_Rain 2020080306 2020080308",0 days 12:00:00
