type,bounding_box,begin_time,end_time,details
Waterspout,1328_213_1373_261,2020-08-07 09:00:00,2020-08-07 09:00:00,Waterspout 2020080709 2020080709
Marine_Thunderstorm_Wind,1286_198_1331_252,2020-08-20 12:00:00,2020-08-24 02:00:00,Marine_Thunderstorm_Wind 2020082012 2020082402
Thunderstorm_Wind,1256_256_1308_306,2020-08-10 15:00:00,2020-08-11 13:00:00,Thunderstorm_Wind 2020081015 2020081113
Marine_Thunderstorm_Wind,1370_145_1416_193,2020-09-12 13:00:00,2020-09-12 13:00:00,Marine_Thunderstorm_Wind 2020091213 2020091213
Funnel_Cloud+Hail+Thunderstorm_Wind,956_783_1042_862,2020-08-08 13:00:00,2020-08-09 06:00:00,"Funnel_Cloud 2020080813 2020080813,Hail 2020080813 2020080906,Thunderstorm_Wind 2020080906 2020080906"
Thunderstorm_Wind,1363_612_1441_704,2020-08-27 15:00:00,2020-08-27 18:00:00,Thunderstorm_Wind 2020082715 2020082718
Marine_Thunderstorm_Wind,962_169_1018_223,2020-08-04 17:00:00,2020-08-04 18:00:00,Marine_Thunderstorm_Wind 2020080417 2020080418
Funnel_Cloud,955_179_995_219,2020-08-28 17:00:00,2020-08-28 17:00:00,Funnel_Cloud 2020082817 2020082817
Flash_Flood,1184_532_1225_573,2020-08-01 00:00:00,2020-08-01 06:00:00,Flash_Flood 2020080100 2020080106
Marine_Thunderstorm_Wind,1643_844_1687_892,2020-08-25 15:00:00,2020-08-25 15:00:00,Marine_Thunderstorm_Wind 2020082515 2020082515
Hail,681_610_725_654,2020-08-11 12:00:00,2020-08-11 12:00:00,Hail 2020081112 2020081112
Hail,218_735_260_776,2020-08-05 15:00:00,2020-08-05 16:00:00,Hail 2020080515 2020080516
Flash_Flood,423_400_463_440,2020-08-23 13:00:00,2020-08-23 14:00:00,Flash_Flood 2020082313 2020082314
Flash_Flood+Hail+Heavy_Rain,427_374_499_429,2020-08-30 02:00:00,2020-08-30 19:00:00,"Flash_Flood 2020083002 2020083018,Hail 2020083013 2020083013,Heavy_Rain 2020083018 2020083019"
Flash_Flood+Heavy_Rain+Thunderstorm_Wind,980_327_1078_462,2020-08-11 13:00:00,2020-08-14 08:00:00,"Flash_Flood 2020081113 2020081408,Heavy_Rain 2020081115 2020081115,Thunderstorm_Wind 2020081115 2020081405"
Flash_Flood+Thunderstorm_Wind,1421_623_1511_692,2020-08-04 10:00:00,2020-08-04 17:00:00,"Flash_Flood 2020080410 2020080413,Thunderstorm_Wind 2020080417 2020080417"
Flash_Flood,1477_454_1518_497,2020-08-10 16:00:00,2020-08-10 16:00:00,Flash_Flood 2020081016 2020081016
Hail+Thunderstorm_Wind,753_517_820_582,2020-08-09 14:00:00,2020-08-09 18:00:00,"Hail 2020080914 2020080916,Thunderstorm_Wind 2020080918 2020080918"
Tornado,740_498_798_554,2020-08-14 14:00:00,2020-08-14 14:00:00,Tornado 2020081414 2020081414
Marine_Thunderstorm_Wind,1140_692_1182_735,2020-08-09 17:00:00,2020-08-09 17:00:00,Marine_Thunderstorm_Wind 2020080917 2020080917
Marine_Thunderstorm_Wind,1143_674_1183_759,2020-08-10 15:00:00,2020-08-10 16:00:00,Marine_Thunderstorm_Wind 2020081015 2020081016
Hail+Thunderstorm_Wind,779_729_826_776,2020-08-11 10:00:00,2020-08-11 10:00:00,"Hail 2020081110 2020081110,Thunderstorm_Wind 2020081110 2020081110"
Thunderstorm_Wind,785_707_834_751,2020-08-23 19:00:00,2020-08-23 19:00:00,Thunderstorm_Wind 2020082319 2020082319
Hail+Tornado,826_715_886_807,2020-08-30 16:00:00,2020-08-30 17:00:00,"Hail 2020083016 2020083017,Tornado 2020083017 2020083017"
Thunderstorm_Wind,1431_559_1498_649,2020-08-25 10:00:00,2020-08-25 19:00:00,Thunderstorm_Wind 2020082510 2020082519
Marine_Thunderstorm_Wind,1465_555_1541_630,2020-08-29 11:00:00,2020-08-29 21:00:00,Marine_Thunderstorm_Wind 2020082911 2020082921
Thunderstorm_Wind,1592_796_1662_895,2020-08-25 13:00:00,2020-08-25 15:00:00,Thunderstorm_Wind 2020082513 2020082515
Debris_Flow+Thunderstorm_Wind,649_473_770_522,2020-08-28 18:00:00,2020-08-28 19:00:00,"Debris_Flow 2020082818 2020082819,Thunderstorm_Wind 2020082818 2020082819"
Flash_Flood+Hail+Lightning+Thunderstorm_Wind,1090_195_1168_263,2020-08-20 11:00:00,2020-08-20 19:00:00,"Flash_Flood 2020082013 2020082013,Hail 2020082012 2020082012,Lightning 2020082011 2020082019,Thunderstorm_Wind 2020082013 2020082013"
Flash_Flood,1115_199_1156_242,2020-08-28 17:00:00,2020-08-28 19:00:00,Flash_Flood 2020082817 2020082819
Marine_Thunderstorm_Wind,1188_173_1228_213,2020-08-30 10:00:00,2020-08-30 10:00:00,Marine_Thunderstorm_Wind 2020083010 2020083010
Flash_Flood,1135_687_1177_729,2020-08-02 20:00:00,2020-08-03 04:00:00,Flash_Flood 2020080220 2020080304
Marine_Thunderstorm_Wind,1367_138_1413_187,2020-08-02 13:00:00,2020-08-02 13:00:00,Marine_Thunderstorm_Wind 2020080213 2020080213
Marine_Thunderstorm_Wind,1380_97_1436_206,2020-08-08 17:00:00,2020-08-08 23:00:00,Marine_Thunderstorm_Wind 2020080817 2020080823
Flash_Flood+Heavy_Rain+Thunderstorm_Wind+Tornado,1073_664_1184_724,2020-08-10 12:00:00,2020-08-10 18:00:00,"Flash_Flood 2020081015 2020081018,Heavy_Rain 2020081015 2020081017,Thunderstorm_Wind 2020081012 2020081016,Tornado 2020081014 2020081014"
Thunderstorm_Wind,1261_551_1343_657,2020-08-28 11:00:00,2020-08-28 18:00:00,Thunderstorm_Wind 2020082811 2020082818
Funnel_Cloud,1446_119_1496_173,2020-08-14 11:00:00,2020-08-14 11:00:00,Funnel_Cloud 2020081411 2020081411
Flood,1117_493_1159_535,2020-09-12 18:00:00,2020-09-12 19:00:00,Flood 2020091218 2020091219
Hail,725_655_778_711,2020-08-15 13:00:00,2020-08-15 14:00:00,Hail 2020081513 2020081514
Hail,728_670_774_716,2020-08-17 15:00:00,2020-08-17 16:00:00,Hail 2020081715 2020081716
Thunderstorm_Wind+Tornado,1393_504_1470_570,2020-08-01 17:00:00,2020-08-01 19:00:00,"Thunderstorm_Wind 2020080119 2020080119,Tornado 2020080117 2020080117"
Thunderstorm_Wind,654_746_721_803,2020-08-06 15:00:00,2020-08-06 16:00:00,Thunderstorm_Wind 2020080615 2020080616
Hail+Thunderstorm_Wind+Tornado,806_677_861_738,2020-08-04 17:00:00,2020-08-04 18:00:00,"Hail 2020080417 2020080418,Thunderstorm_Wind 2020080418 2020080418,Tornado 2020080417 2020080417"
Hail+Thunderstorm_Wind,685_708_729_751,2020-08-06 18:00:00,2020-08-06 18:00:00,"Hail 2020080618 2020080618,Thunderstorm_Wind 2020080618 2020080618"
Hail,711_744_751_784,2020-08-06 18:00:00,2020-08-06 18:00:00,Hail 2020080618 2020080618
Thunderstorm_Wind,915_755_981_813,2020-08-24 01:00:00,2020-08-24 02:00:00,Thunderstorm_Wind 2020082401 2020082402
Hail+Thunderstorm_Wind,1327_628_1390_695,2020-08-27 15:00:00,2020-08-27 18:00:00,"Hail 2020082716 2020082718,Thunderstorm_Wind 2020082715 2020082717"
Flood,1278_685_1322_738,2020-08-01 00:00:00,2020-08-31 23:00:00,Flood 2020080100 2020083123
Hail,871_760_919_812,2020-08-24 01:00:00,2020-08-24 01:00:00,Hail 2020082401 2020082401
Hail+Thunderstorm_Wind,728_720_788_769,2020-08-23 14:00:00,2020-08-23 15:00:00,"Hail 2020082314 2020082314,Thunderstorm_Wind 2020082314 2020082315"
Thunderstorm_Wind,1336_625_1389_681,2020-08-27 16:00:00,2020-08-27 18:00:00,Thunderstorm_Wind 2020082716 2020082718
Flash_Flood+Thunderstorm_Wind,946_398_995_472,2020-08-07 04:00:00,2020-08-07 10:00:00,"Flash_Flood 2020080708 2020080710,Thunderstorm_Wind 2020080704 2020080704"
Thunderstorm_Wind,904_441_954_486,2020-08-10 17:00:00,2020-08-10 18:00:00,Thunderstorm_Wind 2020081017 2020081018
Flash_Flood,1386_476_1427_518,2020-08-21 08:00:00,2020-08-21 10:00:00,Flash_Flood 2020082108 2020082110
Hail+Thunderstorm_Wind,1082_735_1124_778,2020-08-08 20:00:00,2020-08-08 20:00:00,"Hail 2020080820 2020080820,Thunderstorm_Wind 2020080820 2020080820"
Thunderstorm_Wind,1093_728_1139_771,2020-08-10 07:00:00,2020-08-10 07:00:00,Thunderstorm_Wind 2020081007 2020081007
Hail,1157_779_1197_821,2020-08-20 16:00:00,2020-08-20 16:00:00,Hail 2020082016 2020082016
Tornado,1498_450_1540_520,2020-08-03 22:00:00,2020-08-03 23:00:00,Tornado 2020080322 2020080323
Thunderstorm_Wind,1341_367_1382_409,2020-08-03 17:00:00,2020-08-03 17:00:00,Thunderstorm_Wind 2020080317 2020080317
Thunderstorm_Wind,1349_373_1389_413,2020-08-03 18:00:00,2020-08-03 18:00:00,Thunderstorm_Wind 2020080318 2020080318
Hail+Thunderstorm_Wind,1342_360_1394_406,2020-08-05 16:00:00,2020-08-05 17:00:00,"Hail 2020080517 2020080517,Thunderstorm_Wind 2020080516 2020080517"
Debris_Flow+Hail+Heavy_Rain,648_468_754_546,2020-08-29 00:00:00,2020-08-29 15:00:00,"Debris_Flow 2020082914 2020082915,Hail 2020082913 2020082913,Heavy_Rain 2020082900 2020082908"
Waterspout,1405_24_1490_88,2020-08-04 06:00:00,2020-08-04 14:00:00,Waterspout 2020080406 2020080414
Waterspout,1418_29_1459_70,2020-08-07 09:00:00,2020-08-07 09:00:00,Waterspout 2020080709 2020080709
Waterspout,1423_30_1467_76,2020-08-11 08:00:00,2020-08-11 09:00:00,Waterspout 2020081108 2020081109
Flash_Flood,1139_527_1200_585,2020-08-03 11:00:00,2020-08-03 16:00:00,Flash_Flood 2020080311 2020080316
Marine_Thunderstorm_Wind,1146_654_1211_725,2020-08-28 20:00:00,2020-08-28 20:00:00,Marine_Thunderstorm_Wind 2020082820 2020082820
Marine_Thunderstorm_Wind,1153_651_1193_691,2020-08-25 04:00:00,2020-08-25 04:00:00,Marine_Thunderstorm_Wind 2020082504 2020082504
Marine_Thunderstorm_Wind,1172_646_1212_686,2020-08-02 17:00:00,2020-08-02 17:00:00,Marine_Thunderstorm_Wind 2020080217 2020080217
Waterspout,1149_651_1195_698,2020-08-03 06:00:00,2020-08-03 06:00:00,Waterspout 2020080306 2020080306
Thunderstorm_Wind,1163_616_1207_660,2020-08-23 17:00:00,2020-08-23 17:00:00,Thunderstorm_Wind 2020082317 2020082317
Hail,1139_653_1182_698,2020-08-23 15:00:00,2020-08-23 18:00:00,Hail 2020082315 2020082318
Heavy_Rain,1506_810_1544_874,2020-08-04 12:00:00,2020-08-04 20:00:00,Heavy_Rain 2020080412 2020080420
Flash_Flood+Heavy_Rain+Thunderstorm_Wind,1313_501_1365_552,2020-08-06 21:00:00,2020-08-06 22:00:00,"Flash_Flood 2020080621 2020080622,Heavy_Rain 2020080622 2020080622,Thunderstorm_Wind 2020080621 2020080621"
Thunderstorm_Wind,1209_388_1251_430,2020-08-12 13:00:00,2020-08-12 13:00:00,Thunderstorm_Wind 2020081213 2020081213
Tornado,576_696_623_741,2020-08-11 16:00:00,2020-08-11 16:00:00,Tornado 2020081116 2020081116
Thunderstorm_Wind,567_801_635_860,2020-08-25 18:00:00,2020-08-25 19:00:00,Thunderstorm_Wind 2020082518 2020082519
Marine_Thunderstorm_Wind,1395_253_1436_294,2020-08-14 14:00:00,2020-08-14 14:00:00,Marine_Thunderstorm_Wind 2020081414 2020081414
Thunderstorm_Wind,600_402_711_491,2020-08-28 14:00:00,2020-08-28 17:00:00,Thunderstorm_Wind 2020082814 2020082817
Flash_Flood+Flood,1132_453_1218_536,2020-08-12 12:00:00,2020-08-12 19:00:00,"Flash_Flood 2020081212 2020081215,Flood 2020081215 2020081219"
Flash_Flood,1081_453_1127_500,2020-08-11 11:00:00,2020-08-11 13:00:00,Flash_Flood 2020081111 2020081113
Lightning+Thunderstorm_Wind,1295_335_1361_424,2020-08-13 17:00:00,2020-08-14 20:00:00,"Lightning 2020081400 2020081400,Thunderstorm_Wind 2020081317 2020081420"
Lightning+Thunderstorm_Wind,1353_312_1394_355,2020-08-18 13:00:00,2020-08-18 14:00:00,"Lightning 2020081813 2020081813,Thunderstorm_Wind 2020081813 2020081814"
Marine_Thunderstorm_Wind+Waterspout,1464_93_1524_170,2020-08-19 11:00:00,2020-08-19 13:00:00,"Marine_Thunderstorm_Wind 2020081912 2020081913,Waterspout 2020081911 2020081912"
Marine_Thunderstorm_Wind,1430_123_1482_175,2020-08-20 16:00:00,2020-08-20 16:00:00,Marine_Thunderstorm_Wind 2020082016 2020082016
Flash_Flood,1270_684_1313_728,2020-08-02 05:00:00,2020-08-02 06:00:00,Flash_Flood 2020080205 2020080206
Thunderstorm_Wind,695_748_780_817,2020-08-06 18:00:00,2020-08-06 19:00:00,Thunderstorm_Wind 2020080618 2020080619
Hail,707_720_759_771,2020-08-07 15:00:00,2020-08-07 15:00:00,Hail 2020080715 2020080715
Hail,748_773_794_818,2020-08-08 02:00:00,2020-08-08 02:00:00,Hail 2020080802 2020080802
Thunderstorm_Wind,767_767_811_811,2020-08-08 03:00:00,2020-08-08 03:00:00,Thunderstorm_Wind 2020080803 2020080803
Hail,717_721_760_763,2020-08-08 15:00:00,2020-08-08 16:00:00,Hail 2020080815 2020080816
Hail,1037_742_1086_789,2020-08-24 22:00:00,2020-08-24 22:00:00,Hail 2020082422 2020082422
Hail+Thunderstorm_Wind,900_403_984_472,2020-08-31 03:00:00,2020-08-31 17:00:00,"Hail 2020083103 2020083103,Thunderstorm_Wind 2020083104 2020083117"
Thunderstorm_Wind,767_696_822_759,2020-08-23 17:00:00,2020-08-23 17:00:00,Thunderstorm_Wind 2020082317 2020082317
Hail,770_743_831_802,2020-08-26 14:00:00,2020-08-26 14:00:00,Hail 2020082614 2020082614
Hail+Thunderstorm_Wind,772_734_829_789,2020-08-26 14:00:00,2020-08-26 15:00:00,"Hail 2020082615 2020082615,Thunderstorm_Wind 2020082614 2020082614"
Hail,722_698_778_750,2020-08-26 15:00:00,2020-08-26 16:00:00,Hail 2020082615 2020082616
Thunderstorm_Wind,1397_488_1473_582,2020-08-02 13:00:00,2020-08-03 01:00:00,Thunderstorm_Wind 2020080213 2020080301
Thunderstorm_Wind,1115_201_1168_273,2020-08-15 11:00:00,2020-08-16 21:00:00,Thunderstorm_Wind 2020081511 2020081621
Marine_Thunderstorm_Wind+Waterspout,1119_135_1178_211,2020-08-20 08:00:00,2020-08-20 14:00:00,"Marine_Thunderstorm_Wind 2020082008 2020082008,Waterspout 2020082014 2020082014"
Waterspout,1288_649_1373_720,2020-08-04 18:00:00,2020-08-05 10:00:00,Waterspout 2020080418 2020080510
Marine_Thunderstorm_Wind,1273_645_1346_705,2020-08-16 09:00:00,2020-08-16 10:00:00,Marine_Thunderstorm_Wind 2020081609 2020081610
Thunderstorm_Wind,1258_415_1299_457,2020-08-06 13:00:00,2020-08-06 13:00:00,Thunderstorm_Wind 2020080613 2020080613
Thunderstorm_Wind,1247_428_1289_470,2020-08-10 17:00:00,2020-08-10 17:00:00,Thunderstorm_Wind 2020081017 2020081017
Flash_Flood,1265_433_1306_475,2020-08-23 19:00:00,2020-08-23 21:00:00,Flash_Flood 2020082319 2020082321
Thunderstorm_Wind,1339_480_1379_520,2020-08-28 18:00:00,2020-08-28 18:00:00,Thunderstorm_Wind 2020082818 2020082818
Flash_Flood+Hail+Thunderstorm_Wind,903_398_985_483,2020-08-13 00:00:00,2020-08-13 07:00:00,"Flash_Flood 2020081303 2020081307,Hail 2020081300 2020081301,Thunderstorm_Wind 2020081301 2020081304"
Thunderstorm_Wind,973_388_1024_439,2020-08-14 02:00:00,2020-08-14 03:00:00,Thunderstorm_Wind 2020081402 2020081403
Flash_Flood,959_425_1001_466,2020-08-14 05:00:00,2020-08-14 08:00:00,Flash_Flood 2020081405 2020081408
Hail+Thunderstorm_Wind,963_803_1040_887,2020-08-07 21:00:00,2020-08-08 00:00:00,"Hail 2020080722 2020080722,Thunderstorm_Wind 2020080721 2020080800"
Marine_Hail,1155_775_1201_824,2020-08-20 16:00:00,2020-08-20 16:00:00,Marine_Hail 2020082016 2020082016
Hail,1127_781_1171_834,2020-08-21 16:00:00,2020-08-21 17:00:00,Hail 2020082116 2020082117
Hail,1076_731_1123_791,2020-08-24 20:00:00,2020-08-25 01:00:00,Hail 2020082420 2020082501
Hail+Thunderstorm_Wind,1097_673_1159_764,2020-08-24 21:00:00,2020-08-25 12:00:00,"Hail 2020082422 2020082512,Thunderstorm_Wind 2020082421 2020082501"
Thunderstorm_Wind,882_306_929_352,2020-08-27 16:00:00,2020-08-27 16:00:00,Thunderstorm_Wind 2020082716 2020082716
Thunderstorm_Wind,1360_392_1402_435,2020-08-05 15:00:00,2020-08-05 15:00:00,Thunderstorm_Wind 2020080515 2020080515
Flash_Flood+Hail+Heavy_Rain+Lightning+Thunderstorm_Wind,1378_385_1454_460,2020-08-06 13:00:00,2020-08-06 19:00:00,"Flash_Flood 2020080618 2020080619,Hail 2020080613 2020080613,Heavy_Rain 2020080616 2020080618,Lightning 2020080618 2020080618,Thunderstorm_Wind 2020080614 2020080614"
Flash_Flood+Flood,1416_545_1501_640,2020-08-06 10:00:00,2020-08-07 01:00:00,"Flash_Flood 2020080620 2020080623,Flood 2020080610 2020080701"
Flash_Flood+Flood,1406_546_1454_594,2020-08-08 20:00:00,2020-08-09 00:00:00,"Flash_Flood 2020080821 2020080822,Flood 2020080820 2020080900"
Thunderstorm_Wind,1192_374_1238_421,2020-08-04 15:00:00,2020-08-04 15:00:00,Thunderstorm_Wind 2020080415 2020080415
Thunderstorm_Wind,1222_377_1263_419,2020-08-07 15:00:00,2020-08-07 15:00:00,Thunderstorm_Wind 2020080715 2020080715
Hail+Thunderstorm_Wind,1218_373_1281_438,2020-08-10 13:00:00,2020-08-10 20:00:00,"Hail 2020081020 2020081020,Thunderstorm_Wind 2020081013 2020081020"
Marine_Thunderstorm_Wind,1418_29_1457_79,2020-08-20 01:00:00,2020-08-20 02:00:00,Marine_Thunderstorm_Wind 2020082001 2020082002
Thunderstorm_Wind,1447_45_1488_86,2020-08-19 23:00:00,2020-08-19 23:00:00,Thunderstorm_Wind 2020081923 2020081923
Marine_Thunderstorm_Wind,1418_29_1472_82,2020-08-21 00:00:00,2020-08-21 01:00:00,Marine_Thunderstorm_Wind 2020082100 2020082101
Flash_Flood,555_360_663_498,2020-07-26 13:00:00,2020-07-26 20:00:00,Flash_Flood 2020072613 2020072620
Thunderstorm_Wind,1442_556_1501_626,2020-08-03 12:00:00,2020-08-03 15:00:00,Thunderstorm_Wind 2020080312 2020080315
Thunderstorm_Wind,1417_556_1458_599,2020-08-11 19:00:00,2020-08-11 19:00:00,Thunderstorm_Wind 2020081119 2020081119
Thunderstorm_Wind,1442_592_1484_634,2020-08-12 18:00:00,2020-08-12 18:00:00,Thunderstorm_Wind 2020081218 2020081218
Waterspout,1489_565_1535_614,2020-08-13 05:00:00,2020-08-13 05:00:00,Waterspout 2020081305 2020081305
Marine_Thunderstorm_Wind+Waterspout,1372_99_1445_193,2020-08-09 14:00:00,2020-08-09 17:00:00,"Marine_Thunderstorm_Wind 2020080914 2020080917,Waterspout 2020080917 2020080917"
Thunderstorm_Wind,1393_233_1439_291,2020-08-14 14:00:00,2020-08-14 15:00:00,Thunderstorm_Wind 2020081414 2020081415
Thunderstorm_Wind,1356_219_1408_288,2020-11-30 04:00:00,2020-11-30 05:00:00,Thunderstorm_Wind 2020113004 2020113005
Thunderstorm_Wind,1128_662_1169_704,2020-08-25 02:00:00,2020-08-25 02:00:00,Thunderstorm_Wind 2020082502 2020082502
Thunderstorm_Wind,1200_667_1253_731,2020-08-10 17:00:00,2020-08-10 18:00:00,Thunderstorm_Wind 2020081017 2020081018
Thunderstorm_Wind,643_240_686_282,2020-08-17 17:00:00,2020-08-17 17:00:00,Thunderstorm_Wind 2020081717 2020081717
Flash_Flood+Hail+Thunderstorm_Wind,620_423_760_508,2020-08-29 12:00:00,2020-08-29 16:00:00,"Flash_Flood 2020082915 2020082916,Hail 2020082912 2020082912,Thunderstorm_Wind 2020082913 2020082913"
Flash_Flood,1094_480_1139_526,2020-08-03 16:00:00,2020-08-03 17:00:00,Flash_Flood 2020080316 2020080317
Thunderstorm_Wind,1301_380_1342_421,2020-08-02 17:00:00,2020-08-02 18:00:00,Thunderstorm_Wind 2020080217 2020080218
Thunderstorm_Wind,1281_341_1331_435,2020-08-04 15:00:00,2020-08-05 15:00:00,Thunderstorm_Wind 2020080415 2020080515
Thunderstorm_Wind,1353_314_1393_355,2020-08-24 21:00:00,2020-08-24 21:00:00,Thunderstorm_Wind 2020082421 2020082421
Hail,701_692_749_739,2020-08-08 16:00:00,2020-08-08 16:00:00,Hail 2020080816 2020080816
Hail+Thunderstorm_Wind,719_716_775_761,2020-08-08 16:00:00,2020-08-08 18:00:00,"Hail 2020080816 2020080817,Thunderstorm_Wind 2020080818 2020080818"
Hail,721_724_766_768,2020-08-08 16:00:00,2020-08-08 16:00:00,Hail 2020080816 2020080816
Hail+Thunderstorm_Wind,720_694_786_754,2020-08-08 17:00:00,2020-08-08 18:00:00,"Hail 2020080817 2020080818,Thunderstorm_Wind 2020080817 2020080817"
Thunderstorm_Wind,1465_672_1507_715,2020-08-29 16:00:00,2020-08-29 16:00:00,Thunderstorm_Wind 2020082916 2020082916
Hail+Thunderstorm_Wind,1283_615_1367_680,2020-08-28 10:00:00,2020-08-28 13:00:00,"Hail 2020082810 2020082810,Thunderstorm_Wind 2020082812 2020082813"
Flood,1428_542_1516_658,2020-08-28 20:00:00,2020-08-29 11:00:00,Flood 2020082820 2020082911
Thunderstorm_Wind,781_718_822_759,2020-08-26 16:00:00,2020-08-26 16:00:00,Thunderstorm_Wind 2020082616 2020082616
Hail+Thunderstorm_Wind,760_687_815_740,2020-08-26 17:00:00,2020-08-26 18:00:00,"Hail 2020082617 2020082618,Thunderstorm_Wind 2020082618 2020082618"
Hail+Thunderstorm_Wind,775_674_844_744,2020-08-26 18:00:00,2020-08-26 20:00:00,"Hail 2020082618 2020082619,Thunderstorm_Wind 2020082619 2020082620"
Marine_Thunderstorm_Wind,1165_211_1267_300,2020-08-11 16:00:00,2020-08-11 18:00:00,Marine_Thunderstorm_Wind 2020081116 2020081118
Debris_Flow+Flash_Flood+Flood+Heavy_Rain,1395_487_1454_539,2020-08-20 06:00:00,2020-08-22 06:00:00,"Debris_Flow 2020082109 2020082109,Flash_Flood 2020082106 2020082113,Flood 2020082113 2020082114,Heavy_Rain 2020082006 2020082206"
Flash_Flood+Heavy_Rain,1400_533_1445_579,2020-08-22 06:00:00,2020-08-23 07:00:00,"Flash_Flood 2020082221 2020082223,Heavy_Rain 2020082206 2020082307"
Thunderstorm_Wind,1371_673_1411_713,2020-08-27 16:00:00,2020-08-27 16:00:00,Thunderstorm_Wind 2020082716 2020082716
Thunderstorm_Wind,253_818_342_881,2020-08-17 15:00:00,2020-08-17 18:00:00,Thunderstorm_Wind 2020081715 2020081718
Thunderstorm_Wind,325_861_367_902,2020-08-17 20:00:00,2020-08-17 20:00:00,Thunderstorm_Wind 2020081720 2020081720
Hail+Thunderstorm_Wind,922_435_1000_494,2020-08-15 16:00:00,2020-08-15 19:00:00,"Hail 2020081516 2020081519,Thunderstorm_Wind 2020081518 2020081519"
Hail+Thunderstorm_Wind,969_387_1016_435,2020-08-29 18:00:00,2020-08-29 18:00:00,"Hail 2020082918 2020082918,Thunderstorm_Wind 2020082918 2020082918"
Thunderstorm_Wind,948_344_988_384,2020-08-29 20:00:00,2020-08-29 20:00:00,Thunderstorm_Wind 2020082920 2020082920
Flash_Flood,1029_803_1074_849,2020-08-08 02:00:00,2020-08-08 04:00:00,Flash_Flood 2020080802 2020080804
Thunderstorm_Wind,1017_813_1058_855,2020-08-14 03:00:00,2020-08-14 03:00:00,Thunderstorm_Wind 2020081403 2020081403
Thunderstorm_Wind,1018_805_1065_860,2020-08-14 18:00:00,2020-08-14 19:00:00,Thunderstorm_Wind 2020081418 2020081419
Hail,617_696_681_755,2020-08-01 14:00:00,2020-08-01 14:00:00,Hail 2020080114 2020080114
Thunderstorm_Wind,635_684_675_724,2020-08-11 12:00:00,2020-08-11 12:00:00,Thunderstorm_Wind 2020081112 2020081112
Thunderstorm_Wind,634_739_674_779,2020-08-06 17:00:00,2020-08-06 17:00:00,Thunderstorm_Wind 2020080617 2020080617
Thunderstorm_Wind,530_648_614_728,2020-08-12 12:00:00,2020-08-12 17:00:00,Thunderstorm_Wind 2020081212 2020081217
Lightning+Thunderstorm_Wind,1384_392_1428_442,2020-08-07 14:00:00,2020-08-07 15:00:00,"Lightning 2020080714 2020080714,Thunderstorm_Wind 2020080715 2020080715"
Hail,1353_358_1395_402,2020-08-10 16:00:00,2020-08-10 16:00:00,Hail 2020081016 2020081016
Thunderstorm_Wind,1352_361_1392_401,2020-08-12 18:00:00,2020-08-12 18:00:00,Thunderstorm_Wind 2020081218 2020081218
Flash_Flood,1286_340_1335_402,2020-08-25 07:00:00,2020-08-25 13:00:00,Flash_Flood 2020082507 2020082513
Thunderstorm_Wind,1423_607_1472_651,2020-08-01 19:00:00,2020-08-01 19:00:00,Thunderstorm_Wind 2020080119 2020080119
Thunderstorm_Wind,1431_609_1473_653,2020-08-01 20:00:00,2020-08-01 20:00:00,Thunderstorm_Wind 2020080120 2020080120
